Departure Time,Arrival Time,Airline Name,Airline IATA,Flight Number,Full Flight Number,Route IATA
12:35,19:15,Air New Zealand,NZ,3318,NZ3318,SIN LHR
23:15,#06:35,Bangkok Airways,PG,4536,PG4536,SIN LHR
23:15,#06:35,Qantas,QF,1,QF1,SIN LHR
01:10,07:45,SAS,SK,8036,SK8036,SIN LHR
09:00,15:40,SAS,SK,8038,SK8038,SIN LHR
12:35,19:15,SAS,SK,8040,SK8040,SIN LHR
23:15,#06:35,IndiGo,6E,4609,6E4609,SIN LHR
09:00,15:40,Singapore Airlines,SQ,308,SQ308,SIN LHR
12:35,19:15,Singapore Airlines,SQ,318,SQ318,SIN LHR
23:30,#05:55,Singapore Airlines,SQ,322,SQ322,SIN LHR
01:10,07:45,TAP Air Portugal,TP,8400,TP8400,SIN LHR
09:00,15:40,TAP Air Portugal,TP,8402,TP8402,SIN LHR
12:35,19:15,TAP Air Portugal,TP,8418,TP8418,SIN LHR
23:15,#06:35,SriLankan Airlines,UL,3391,UL3391,SIN LHR
01:10,07:45,Virgin Australia,VA,5560,VA5560,SIN LHR
09:00,15:40,Virgin Australia,VA,5562,VA5562,SIN LHR
12:35,19:15,Virgin Australia,VA,5564,VA5564,SIN LHR
12:35,19:15,Virgin Atlantic,VS,7971,VS7971,SIN LHR
09:00,15:40,Virgin Atlantic,VS,7973,VS7973,SIN LHR
01:10,07:45,Virgin Atlantic,VS,7975,VS7975,SIN LHR
23:15,#06:35,Air France,AF,9699,AF9699,SIN LHR
22:35,#05:25,British Airways,BA,16,BA16,SIN LHR
23:15,#06:35,Fiji Airways,FJ,5320,FJ5320,SIN LHR
22:35,#05:25,American Airlines,AA,6874,AA6874,SIN LHR
09:00,15:40,SA AVIANCA,AV,6551,AV6551,SIN LHR
23:20,#06:30,British Airways,BA,12,BA12,SIN LHR
01:10,07:45,Fiji Airways,FJ,5949,FJ5949,SIN LHR
01:10,07:45,Air Canada,AC,6298,AC6298,SIN LHR
23:20,#06:30,American Airlines,AA,6836,AA6836,SIN LHR
09:00,15:40,Fiji Airways,FJ,5955,FJ5955,SIN LHR
23:15,#06:35,Emirates,EK,5003,EK5003,SIN LHR
12:35,19:15,SA AVIANCA,AV,6553,AV6553,SIN LHR
23:15,#06:35,Finnair,AY,5004,AY5004,SIN LHR
12:35,19:15,Fiji Airways,FJ,5957,FJ5957,SIN LHR
23:30,#05:55,TAP Air Portugal,TP,8404,TP8404,SIN LHR
23:30,#05:55,Virgin Australia,VA,5566,VA5566,SIN LHR
23:30,#05:55,Virgin Atlantic,VS,7969,VS7969,SIN LHR
23:30,#05:55,Malaysia Airlines,MH,5762,MH5762,SIN LHR
23:30,#05:55,Fiji Airways,FJ,5901,FJ5901,SIN LHR
23:30,#05:55,Air New Zealand,NZ,3322,NZ3322,SIN LHR
09:00,15:40,Croatia Airlines,OU,5803,OU5803,SIN LHR
23:30,#05:55,Garuda Indonesia,GA,8970,GA8970,SIN LHR
23:30,#05:55,SAS,SK,8042,SK8042,SIN LHR
09:25,#05:30,Virgin Atlantic,VS,7974,VS7974,LHR SIN
22:05,#18:10,Singapore Airlines,SQ,321,SQ321,LHR SIN
09:25,#05:30,Air New Zealand,NZ,3305,NZ3305,LHR SIN
09:25,#05:30,Malaysia Airlines,MH,5759,MH5759,LHR SIN
11:25,#07:30,TAP Air Portugal,TP,8401,TP8401,LHR SIN
11:25,#07:30,Malaysia Airlines,MH,5719,MH5719,LHR SIN
20:35,#16:45,Singapore Airlines,SQ,319,SQ319,LHR SIN
11:25,#07:30,Air New Zealand,NZ,3317,NZ3317,LHR SIN
09:25,#05:30,Virgin Australia,VA,5559,VA5559,LHR SIN
11:25,#07:30,Fiji Airways,FJ,5958,FJ5958,LHR SIN
11:25,#07:30,Singapore Airlines,SQ,317,SQ317,LHR SIN
09:25,#05:30,Fiji Airways,FJ,5956,FJ5956,LHR SIN
11:25,#07:30,Virgin Australia,VA,5565,VA5565,LHR SIN
09:25,#05:30,Singapore Airlines,SQ,305,SQ305,LHR SIN
21:10,#17:45,British Airways,BA,15,BA15,LHR SIN
20:45,#17:25,Qantas,QF,2,QF2,LHR SIN
19:35,#16:05,British Airways,BA,11,BA11,LHR SIN
11:25,#07:30,SAS,SK,8037,SK8037,LHR SIN
11:25,#07:30,Virgin Atlantic,VS,7972,VS7972,LHR SIN
11:25,#07:30,Air Canada,AC,6299,AC6299,LHR SIN
20:35,#16:45,Croatia Airlines,OU,5804,OU5804,LHR SIN
22:05,#18:10,SAS,SK,8041,SK8041,LHR SIN
20:35,#16:45,TAP Air Portugal,TP,8403,TP8403,LHR SIN
22:05,#18:10,TAP Air Portugal,TP,8405,TP8405,LHR SIN
20:35,#16:45,Virgin Australia,VA,5563,VA5563,LHR SIN
22:05,#18:10,Virgin Australia,VA,5567,VA5567,LHR SIN
22:05,#18:10,Virgin Atlantic,VS,7968,VS7968,LHR SIN
20:35,#16:45,Virgin Atlantic,VS,7970,VS7970,LHR SIN
21:10,#17:45,Iberia,IB,7306,IB7306,LHR SIN
21:10,#17:45,American Airlines,AA,6857,AA6857,LHR SIN
22:05,#18:10,SA AVIANCA,AV,6550,AV6550,LHR SIN
20:35,#16:45,SA AVIANCA,AV,6552,AV6552,LHR SIN
22:05,#18:10,Fiji Airways,FJ,5902,FJ5902,LHR SIN
20:35,#16:45,Fiji Airways,FJ,5950,FJ5950,LHR SIN
20:35,#16:45,Garuda Indonesia,GA,8971,GA8971,LHR SIN
19:35,#16:05,Iberia,IB,7304,IB7304,LHR SIN
20:35,#16:45,SAS,SK,8039,SK8039,LHR SIN
20:35,#16:45,Malaysia Airlines,MH,5761,MH5761,LHR SIN
22:05,#18:10,Malaysia Airlines,MH,5765,MH5765,LHR SIN
20:35,#16:45,Air New Zealand,NZ,3319,NZ3319,LHR SIN
22:05,#18:10,Air New Zealand,NZ,3321,NZ3321,LHR SIN
19:35,#16:05,American Airlines,AA,6835,AA6835,LHR SIN
01:40,05:30,Finnair,AY,5133,AY5133,HKG SIN
01:40,05:30,Cathay Pacific,CX,659,CX659,HKG SIN
03:55,07:40,Air Hong Kong,LD,327,LD327,HKG SIN
01:40,05:30,Miat - Mongolian Airlines,OM,5613,OM5613,HKG SIN
01:40,05:30,Qatar Airways,QR,3459,QR3459,HKG SIN
03:50,07:30,Singapore Airlines,SQ,7869,SQ7869,HKG SIN
08:00,11:55,American Airlines,AA,8898,AA8898,HKG SIN
09:05,13:00,Virgin Australia,VA,5779,VA5779,HKG SIN
16:40,20:35,American Airlines,AA,8901,AA8901,HKG SIN
20:45,#00:35,American Airlines,AA,8903,AA8903,HKG SIN
11:15,15:05,American Airlines,AA,8942,AA8942,HKG SIN
12:25,16:20,Virgin Australia,VA,5765,VA5765,HKG SIN
20:25,#00:35,Air Canada,AC,6292,AC6292,HKG SIN
09:05,13:00,Air Canada,AC,6301,AC6301,HKG SIN
18:50,22:40,Air Canada,AC,6302,AC6302,HKG SIN
15:15,19:10,Finnair,AY,5833,AY5833,HKG SIN
20:45,#00:35,Finnair,AY,5855,AY5855,HKG SIN
12:25,16:20,Vistara,UK,8875,UK8875,HKG SIN
15:15,19:10,Cathay Pacific,CX,635,CX635,HKG SIN
08:00,11:55,Cathay Pacific,CX,691,CX691,HKG SIN
16:40,20:35,Cathay Pacific,CX,711,CX711,HKG SIN
20:25,#00:35,Virgin Australia,VA,5777,VA5777,HKG SIN
20:45,#00:35,Cathay Pacific,CX,715,CX715,HKG SIN
20:55,#00:45,Scoot,TR,973,TR973,HKG SIN
14:30,18:25,Cathay Pacific,CX,735,CX735,HKG SIN
11:15,15:05,Cathay Pacific,CX,739,CX739,HKG SIN
08:30,12:25,Cathay Pacific,CX,759,CX759,HKG SIN
04:35,08:20,DHL Air,D0,317,D0317,HKG SIN
14:25,18:20,Virgin Australia,VA,5773,VA5773,HKG SIN
18:50,22:40,Ethiopian Airlines,ET,1322,ET1322,HKG SIN
20:25,#00:35,Ethiopian Airlines,ET,1324,ET1324,HKG SIN
14:30,18:25,Fiji Airways,FJ,5450,FJ5450,HKG SIN
16:40,20:35,Fiji Airways,FJ,5460,FJ5460,HKG SIN
20:45,#00:35,Fiji Airways,FJ,5462,FJ5462,HKG SIN
08:00,11:55,Gulf Air,GF,4059,GF4059,HKG SIN
15:15,19:10,Gulf Air,GF,4069,GF4069,HKG SIN
14:30,18:25,Gulf Air,GF,4071,GF4071,HKG SIN
11:15,15:05,Gulf Air,GF,4073,GF4073,HKG SIN
04:35,08:20,Air Hong Kong,LD,317,LD317,HKG SIN
20:45,#00:35,Miat - Mongolian Airlines,OM,5609,OM5609,HKG SIN
14:25,18:20,Vistara,UK,8883,UK8883,HKG SIN
08:00,11:55,Miat - Mongolian Airlines,OM,5661,OM5661,HKG SIN
09:05,13:00,Singapore Airlines,SQ,899,SQ899,HKG SIN
08:30,12:25,Miat - Mongolian Airlines,OM,5663,OM5663,HKG SIN
11:15,15:05,Miat - Mongolian Airlines,OM,5679,OM5679,HKG SIN
15:15,19:10,Miat - Mongolian Airlines,OM,5731,OM5731,HKG SIN
15:40,19:35,Virgin Australia,VA,5783,VA5783,HKG SIN
14:30,18:25,Miat - Mongolian Airlines,OM,5733,OM5733,HKG SIN
18:50,22:40,Virgin Australia,VA,5775,VA5775,HKG SIN
16:40,20:35,Miat - Mongolian Airlines,OM,5735,OM5735,HKG SIN
20:25,#00:35,Singapore Airlines,SQ,897,SQ897,HKG SIN
20:45,#00:35,Qatar Airways,QR,3471,QR3471,HKG SIN
16:40,20:35,Qatar Airways,QR,5848,QR5848,HKG SIN
15:15,19:10,Qatar Airways,QR,8373,QR8373,HKG SIN
08:00,11:55,Qatar Airways,QR,8376,QR8376,HKG SIN
14:30,18:25,Qatar Airways,QR,8379,QR8379,HKG SIN
11:15,15:05,Qatar Airways,QR,8380,QR8380,HKG SIN
08:30,12:25,Qatar Airways,QR,8381,QR8381,HKG SIN
09:50,13:50,Hong Kong Air Cargo,RH,371,RH371,HKG SIN
18:50,22:40,Singapore Airlines,SQ,895,SQ895,HKG SIN
21:35,#01:15,Singapore Airlines,SQ,7867,SQ7867,HKG SIN
20:55,#00:45,Singapore Airlines,SQ,8683,SQ8683,HKG SIN
12:25,16:20,Singapore Airlines,SQ,875,SQ875,HKG SIN
14:25,18:20,Singapore Airlines,SQ,883,SQ883,HKG SIN
15:40,19:35,Singapore Airlines,SQ,893,SQ893,HKG SIN
09:15,13:05,Cathay Pacific,CX,79,CX79,HKG SIN
03:25,07:10,DHL Air,D0,327,D0327,HKG SIN
13:50,15:20,Myanmar Airways International,8M,232,8M232,SIN RGN
21:00,22:30,Myanmar Airways International,8M,234,8M234,SIN RGN
07:55,09:20,ANA,NH,6296,NH6296,SIN RGN
07:55,09:20,Singapore Airlines,SQ,762,SQ762,SIN RGN
13:15,14:45,Myanmar National Airlines,UB,2,UB2,SIN RGN
13:50,15:20,SriLankan Airlines,UL,3304,UL3304,SIN RGN
21:00,22:30,SriLankan Airlines,UL,3306,UL3306,SIN RGN
08:55,13:15,Garuda Indonesia,GA,8821,GA8821,SIN XMN
15:15,19:50,Garuda Indonesia,GA,9735,GA9735,SIN XMN
15:15,19:50,Xiamen Airlines,MF,852,MF852,SIN XMN
08:55,13:15,Xiamen Airlines,MF,886,MF886,SIN XMN
15:15,19:50,China Eastern Airlines,MU,4900,MU4900,SIN XMN
08:55,13:15,China Eastern Airlines,MU,4902,MU4902,SIN XMN
07:50,12:25,Singapore Airlines,SQ,868,SQ868,SIN XMN
00:55,05:45,Sichuan Airlines,3U,3770,3U3770,SIN CTU
22:10,#03:00,Sichuan Airlines,3U,9012,3U9012,SIN CTU
04:55,06:40,IndiGo,6E,1008,6E1008,SIN TRZ
00:40,02:35,Air India,AI,9164,AI9164,SIN TRZ
00:40,02:35,Air India Express,IX,681,IX681,SIN TRZ
21:25,22:55,Scoot,TR,564,TR564,SIN TRZ
22:55,#00:35,Scoot,TR,562,TR562,SIN TRZ
21:25,22:55,Singapore Airlines,SQ,8366,SQ8366,SIN TRZ
22:55,#00:35,Singapore Airlines,SQ,8364,SQ8364,SIN TRZ
11:30,13:25,Air India Express,IX,689,IX689,SIN TRZ
11:30,13:25,Air India,AI,9166,AI9166,SIN TRZ
05:00,06:50,9 Air Co,AQ,1168,AQ1168,WUH CAN
19:30,21:15,China Southern Airlines,CZ,5865,CZ5865,WUH CAN
07:40,09:20,China Eastern Airlines,MU,2542,MU2542,WUH CAN
07:40,09:20,Xiamen Airlines,MF,3291,MF3291,WUH CAN
20:30,22:45,KLM,KL,4462,KL4462,WUH CAN
20:30,22:45,China Southern Airlines,CZ,6607,CZ6607,WUH CAN
08:00,10:00,China Southern Airlines,CZ,660,CZ660,WUH CAN
10:30,12:15,China Southern Airlines,CZ,6590,CZ6590,WUH CAN
16:30,18:15,China Southern Airlines,CZ,3706,CZ3706,WUH CAN
08:30,10:15,China Southern Airlines,CZ,3368,CZ3368,WUH CAN
17:30,19:20,China Southern Airlines,CZ,3347,CZ3347,WUH CAN
14:00,15:45,China Southern Airlines,CZ,3345,CZ3345,WUH CAN
05:00,07:05,9 Air Co,AQ,1170,AQ1170,WUH CAN
19:30,21:15,China Southern Airlines,CZ,6224,CZ6224,WUH CAN
20:30,22:15,China Southern Airlines,CZ,8671,CZ8671,WUH CAN
15:30,17:15,China Southern Airlines,CZ,8727,CZ8727,WUH CAN
04:30,05:15,K-Mile Air,8K,804,8K804,SIN CGK
07:50,09:00,Jetstar Asia,3K,201,3K201,SIN CGK
21:00,21:50,Citilink,QG,527,QG527,SIN CGK
13:40,14:45,Jetstar Asia,3K,203,3K203,SIN CGK
19:30,20:30,Vietnam Airlines,VN,3967,VN3967,SIN CGK
09:25,10:10,United Airlines,UA,7677,UA7677,SIN CGK
11:45,12:25,TransNusa,8B,152,8B152,SIN CGK
19:30,20:30,Singapore Airlines,SQ,5577,SQ5577,SIN CGK
19:30,20:30,Air France,AF,3931,AF3931,SIN CGK
19:40,20:30,AirAsia,AK,261,AK261,SIN CGK
21:55,22:40,SAS,SK,8043,SK8043,SIN CGK
10:20,11:10,AirAsia,AK,263,AK263,SIN CGK
15:45,16:45,Saudia,SV,6200,SV6200,SIN CGK
14:45,15:40,AirAsia,AK,265,AK265,SIN CGK
21:55,22:40,Vistara,UK,8968,UK8968,SIN CGK
12:00,12:45,AirAsia,AK,267,AK267,SIN CGK
18:25,19:10,Scoot,TR,278,TR278,SIN CGK
09:25,10:10,SAS,SK,8033,SK8033,SIN CGK
19:30,20:30,China Airlines,CI,9649,CI9649,SIN CGK
19:30,20:30,Oman Air,WY,5719,WY5719,SIN CGK
15:45,16:45,China Airlines,CI,9651,CI9651,SIN CGK
07:25,08:25,China Airlines,CI,9653,CI9653,SIN CGK
12:20,13:20,China Airlines,CI,9655,CI9655,SIN CGK
15:45,16:45,Vietnam Airlines,VN,3981,VN3981,SIN CGK
13:40,14:45,Emirates,EK,7704,EK7704,SIN CGK
09:25,10:10,Singapore Airlines,SQ,956,SQ956,SIN CGK
07:50,09:00,Emirates,EK,7764,EK7764,SIN CGK
18:25,19:10,Singapore Airlines,SQ,8592,SQ8592,SIN CGK
10:20,11:15,Citilink,QG,523,QG523,SIN CGK
12:20,13:20,Etihad Airways,EY,8134,EY8134,SIN CGK
07:25,08:25,Saudia,SV,6199,SV6199,SIN CGK
15:45,16:45,Etihad Airways,EY,8135,EY8135,SIN CGK
12:30,13:15,Virgin Australia,VA,5826,VA5826,SIN CGK
19:30,20:30,Etihad Airways,EY,8136,EY8136,SIN CGK
06:20,07:05,Virgin Australia,VA,5818,VA5818,SIN CGK
07:25,08:25,Etihad Airways,EY,8173,EY8173,SIN CGK
19:30,20:30,Saudia,SV,6201,SV6201,SIN CGK
07:25,08:25,Garuda Indonesia,GA,823,GA823,SIN CGK
07:25,08:25,Singapore Airlines,SQ,5563,SQ5563,SIN CGK
12:20,13:20,Garuda Indonesia,GA,829,GA829,SIN CGK
15:45,16:45,Garuda Indonesia,GA,833,GA833,SIN CGK
19:30,20:30,Garuda Indonesia,GA,837,GA837,SIN CGK
12:20,13:20,Vietnam Airlines,VN,3951,VN3951,SIN CGK
21:00,21:50,Garuda Indonesia,GA,8819,GA8819,SIN CGK
06:20,07:05,Garuda Indonesia,GA,8950,GA8950,SIN CGK
09:25,10:10,Garuda Indonesia,GA,8956,GA8956,SIN CGK
12:30,13:15,Garuda Indonesia,GA,8958,GA8958,SIN CGK
16:25,17:10,Garuda Indonesia,GA,8962,GA8962,SIN CGK
15:45,16:45,Oman Air,WY,5717,WY5717,SIN CGK
17:20,18:05,Garuda Indonesia,GA,8964,GA8964,SIN CGK
12:30,13:15,SAS,SK,8035,SK8035,SIN CGK
21:55,22:40,Garuda Indonesia,GA,8968,GA8968,SIN CGK
13:40,14:45,Qantas,QF,5203,QF5203,SIN CGK
16:15,17:15,Batik Air,ID,7150,ID7150,SIN CGK
10:20,11:05,Singapore Airlines,SQ,8590,SQ8590,SIN CGK
